1377	32.095	22.095
1380	32.08	22.104
1383	32.066	22.114
1386	32.052	22.123
1389	32.039	22.132
1392	32.026	22.141
1395	32.014	22.15
1398	32.002	22.158
1401	31.99	22.167
1404	31.979	22.176
1407	31.968	22.184
1410	31.958	22.192
1413	31.948	22.2
1416	31.938	22.208
1419	31.928	22.216
1422	31.919	22.224
1425	31.91	22.232
1428	31.901	22.239
1431	31.893	22.247
1434	31.885	22.254
1437	31.877	22.261
1440	31.869	22.269
1443	31.862	22.276
1446	31.854	22.283
1449	31.847	22.289
1452	31.841	22.296
1455	31.834	22.303
1458	31.828	22.309
1461	31.822	22.316
1464	31.816	22.322
1467	31.81	22.329
1470	31.804	22.335
1473	31.799	22.341
1476	31.794	22.347
1479	31.788	22.353
1482	31.783	22.359
1485	31.779	22.365
1488	31.774	22.371
1491	31.769	22.376
1494	31.765	22.382
1497	31.761	22.387
1500	31.757	22.393
1503	31.753	22.398
1506	31.749	22.403
1509	31.745	22.408
1512	31.741	22.414
1515	31.738	22.419
1518	31.734	22.424
1521	31.731	22.428
1524	31.728	22.433
1527	31.725	22.438
1530	31.722	22.443
1533	31.719	22.447
1536	31.716	22.452
1539	31.713	22.457
1542	31.71	22.461
1545	31.708	22.465
1548	31.705	22.47
1551	31.703	22.474
1554	31.7	22.478
1557	31.698	22.482
1560	31.696	22.486
1563	31.693	22.491
1566	31.691	22.494
1569	31.689	22.498
1572	31.687	22.502
1575	31.685	22.506
1578	31.683	22.51
1581	31.682	22.514
1584	31.68	22.517
1587	31.678	22.521
1590	31.676	22.524
1593	31.675	22.528
1596	31.673	22.531
1599	31.672	22.535
1602	31.67	22.538
1605	31.669	22.542
1608	31.667	22.545
1611	31.666	22.548
1614	31.665	22.551
1617	31.663	22.554
1620	31.662	22.557
1623	31.661	22.56
1626	31.66	22.564
1629	31.658	22.566
1632	31.657	22.569
1635	31.656	22.572
1638	31.655	22.575
1641	31.654	22.578
1644	31.653	22.581
1647	31.652	22.583
1650	31.651	22.586
1653	31.65	22.589
1656	31.649	22.591
1659	31.649	22.594
1662	31.648	22.597
1665	31.647	22.599
1668	31.646	22.602
1671	31.645	22.604
1674	31.645	22.606
1677	31.644	22.609
1680	31.643	22.611
1683	31.643	22.613
1686	31.642	22.616
1689	31.641	22.618
1692	31.641	22.62
1695	31.64	22.622
1698	31.639	22.625
1701	31.639	22.627
1704	31.638	22.629
1707	31.638	22.631
1710	31.637	22.633
1713	31.637	22.635
1716	31.636	22.637
1719	31.636	22.639
1722	31.635	22.641
1725	31.635	22.643
1728	31.634	22.645
1731	31.634	22.646
1734	31.634	22.648
1737	31.633	22.65
1740	31.633	22.652
1743	31.632	22.654
1746	31.632	22.655
1749	31.632	22.657
1752	31.631	22.659
1755	31.631	22.66
1758	31.631	22.662
1761	31.63	22.664
1764	31.63	22.665
1767	31.63	22.667
1770	31.629	22.668
1773	31.629	22.67
1776	31.629	22.671
1779	31.629	22.673
1782	31.628	22.674
1785	31.628	22.676
1788	31.628	22.677
1791	31.628	22.679
1794	31.627	22.68
1797	31.627	22.681
1800	31.627	22.683
